                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.54629,                0.55706,                0.99066,                0.90789,                0.89812,                0.98092,                0.80726,                0.80398,                 0.5768,                 1.0207,             0.00016652,             0.00016652,             0.00016652
                    103,                0.54319,                0.54504,                0.99286,                0.93511,                0.89147,                0.96714,                0.79859,                0.79673,                0.50715,                 1.0238,             0.00016487,             0.00016487,             0.00016487
                    104,                0.54361,                0.54938,                0.99156,                 0.9286,                 0.8909,                0.95665,                0.81091,                0.70489,                0.52812,                0.96391,             0.00016322,             0.00016322,             0.00016322
                    105,                0.55365,                0.54964,                0.99341,                0.93669,                0.89925,                0.96279,                0.81361,                0.71039,                0.50769,                0.97186,             0.00016157,             0.00016157,             0.00016157
                    106,                0.56445,                0.58153,                 1.0026,                0.92312,                0.88771,                0.96377,                0.81065,                0.72613,                0.55293,                0.98616,             0.00015992,             0.00015992,             0.00015992
                    107,                0.53735,                0.54332,                0.98792,                0.94238,                 0.8941,                0.97288,                0.82083,                 0.7177,                0.50168,                0.98054,             0.00015827,             0.00015827,             0.00015827
                    108,                0.54914,                0.53657,                0.99117,                0.92899,                0.89232,                0.96321,                0.79098,                0.79656,                0.54333,                 1.0236,             0.00015663,             0.00015663,             0.00015663
                    109,                0.53755,                0.52547,                0.98505,                0.93337,                0.85888,                0.96493,                0.80857,                0.75022,                0.53449,                0.99538,             0.00015498,             0.00015498,             0.00015498
                    110,                0.54108,                0.53651,                0.99526,                0.92618,                0.89851,                0.96964,                 0.7982,                0.78912,                0.53643,                 1.0188,             0.00015333,             0.00015333,             0.00015333
                    111,                0.53555,                0.52628,                0.98412,                0.90816,                0.90335,                0.96455,                0.81939,                 0.7137,                0.52967,                0.97536,             0.00015168,             0.00015168,             0.00015168
                    112,                0.54859,                0.54985,                0.99131,                0.91057,                0.89987,                0.97629,                0.80662,                0.78621,                0.54758,                 1.0263,             0.00015003,             0.00015003,             0.00015003
                    113,                0.54849,                0.52727,                0.99359,                0.95142,                0.88416,                0.96815,                0.80589,                0.76539,                0.54487,                 1.0161,             0.00014838,             0.00014838,             0.00014838
                    114,                0.53958,                0.52486,                0.98691,                0.92245,                0.90241,                0.98214,                0.82361,                 0.7208,                0.54613,                0.97613,             0.00014674,             0.00014674,             0.00014674
                    115,                 0.5439,                0.52977,                0.98318,                0.92198,                0.89908,                0.95897,                0.80049,                0.76384,                 0.5397,                 1.0047,             0.00014509,             0.00014509,             0.00014509
                    116,                0.54525,                0.52776,                0.99429,                0.93006,                0.88241,                0.95989,                0.80867,                 0.7517,                0.54531,                 1.0118,             0.00014344,             0.00014344,             0.00014344
                    117,                0.54065,                0.53803,                0.98901,                0.93058,                0.88122,                0.95744,                0.80113,                0.76876,                0.53775,                 1.0234,             0.00014179,             0.00014179,             0.00014179
                    118,                0.53113,                 0.5202,                0.99006,                0.94045,                0.88878,                0.96104,                0.81372,                0.74039,                0.52435,                0.99258,             0.00014014,             0.00014014,             0.00014014
                    119,                0.54018,                0.52572,                0.99029,                0.92759,                0.87717,                0.94944,                0.78867,                0.79166,                0.53646,                 1.0351,             0.00013849,             0.00013849,             0.00013849
                    120,                0.53028,                0.48947,                0.98476,                0.91621,                0.89605,                0.95428,                 0.8064,                 0.7495,                0.50297,                 1.0026,             0.00013685,             0.00013685,             0.00013685
                    121,                0.52981,                0.49636,                0.98328,                 0.9328,                0.86494,                0.95445,                0.79501,                0.78838,                0.55093,                 1.0344,              0.0001352,              0.0001352,              0.0001352
                    122,                0.53947,                0.50542,                0.98852,                0.91891,                0.90523,                  0.958,                0.79284,                0.78297,                0.52221,                 1.0185,             0.00013355,             0.00013355,             0.00013355
                    123,                0.52512,                0.50387,                0.97998,                0.90876,                0.89636,                0.95436,                0.80686,                0.72873,                0.52185,                0.98234,              0.0001319,              0.0001319,              0.0001319
                    124,                0.51802,                0.49221,                 0.9813,                0.93275,                 0.8675,                0.94763,                0.79753,                0.74414,                0.53174,                 1.0064,             0.00013025,             0.00013025,             0.00013025
                    125,                0.52232,                0.50428,                0.97976,                0.92758,                0.88975,                0.95491,                0.77998,                0.79985,                0.54078,                 1.0339,              0.0001286,              0.0001286,              0.0001286
                    126,                0.53365,                0.51992,                0.98883,                0.92164,                0.88061,                 0.9561,                0.78736,                0.80548,                0.58093,                 1.0279,             0.00012696,             0.00012696,             0.00012696
                    127,                0.52736,                 0.5119,                0.98268,                0.92245,                0.89239,                0.95885,                0.79307,                0.78013,                0.56453,                 1.0093,             0.00012531,             0.00012531,             0.00012531
                    128,                0.52314,                0.49953,                0.98156,                0.91635,                0.89533,                0.95089,                0.79955,                0.74117,                 0.5323,                0.99656,             0.00012366,             0.00012366,             0.00012366
                    129,                0.52434,                0.48986,                0.98463,                0.94013,                0.89267,                0.95682,                0.79763,                0.75755,                0.52131,                0.99506,             0.00012201,             0.00012201,             0.00012201
                    130,                 0.5307,                0.49223,                0.98128,                0.91966,                  0.899,                0.96493,                0.81556,                0.71715,                0.52741,                0.97322,             0.00012036,             0.00012036,             0.00012036
                    131,                0.52379,                0.49657,                 0.9846,                0.91937,                0.91207,                0.95977,                0.80356,                 0.7482,                0.51698,                0.99551,             0.00011871,             0.00011871,             0.00011871
                    132,                0.52481,                0.49514,                0.98815,                0.92171,                0.89947,                0.95624,                0.79027,                 0.7723,                0.52242,                 1.0166,             0.00011707,             0.00011707,             0.00011707
                    133,                0.51661,                0.46954,                0.97799,                0.91976,                0.88738,                0.95069,                0.78178,                0.81029,                0.53559,                 1.0294,             0.00011542,             0.00011542,             0.00011542
                    134,                0.51452,                0.47801,                0.97455,                0.91205,                0.85496,                0.94027,                0.77558,                0.78329,                0.58994,                 1.0181,             0.00011377,             0.00011377,             0.00011377
                    135,                0.50447,                0.47738,                0.96744,                0.91258,                0.86198,                0.95107,                0.79474,                0.74507,                  0.569,                0.98628,             0.00011212,             0.00011212,             0.00011212
                    136,                0.52371,                0.49777,                 0.9777,                0.90196,                0.89731,                0.96674,                0.80929,                0.75255,                0.51726,                0.99746,             0.00011047,             0.00011047,             0.00011047
                    137,                0.50564,                0.45297,                0.97011,                0.92385,                0.88114,                0.96261,                0.79401,                0.78339,                0.53629,                 1.0248,             0.00010882,             0.00010882,             0.00010882
                    138,                0.51158,                0.47554,                0.97906,                0.95621,                0.86691,                  0.955,                0.79906,                 0.7555,                0.51797,                 1.0087,             0.00010718,             0.00010718,             0.00010718
                    139,                0.51897,                0.48045,                0.97796,                0.94841,                0.84711,                0.95253,                0.79849,                0.76655,                0.53729,                 1.0202,             0.00010553,             0.00010553,             0.00010553
                    140,                0.49704,                0.45245,                0.96391,                0.93671,                0.86678,                0.95363,                0.79251,                0.77878,                0.53748,                 1.0235,             0.00010388,             0.00010388,             0.00010388
                    141,                0.50341,                0.44932,                0.96706,                0.91959,                0.86241,                0.95025,                0.78279,                0.78161,                0.55341,                  1.024,             0.00010223,             0.00010223,             0.00010223
                    142,                0.50436,                0.44962,                0.96874,                 0.9299,                0.87655,                0.95188,                0.79726,                0.75914,                0.51776,                 1.0078,             0.00010058,             0.00010058,             0.00010058
                    143,                 0.5065,                0.44225,                0.97342,                 0.9322,                0.86649,                0.94692,                0.78989,                0.76842,                0.54879,                 1.0202,             9.8934e-05,             9.8934e-05,             9.8934e-05
                    144,                0.50016,                0.44772,                0.96731,                0.94202,                 0.8715,                0.96088,                0.80103,                0.75326,                0.51731,                 1.0082,             9.7286e-05,             9.7286e-05,             9.7286e-05
                    145,                0.50369,                0.45059,                0.97277,                0.88362,                0.91296,                0.96269,                0.80926,                0.75066,                 0.5133,                0.99814,             9.5638e-05,             9.5638e-05,             9.5638e-05
                    146,                0.49711,                0.45852,                0.96911,                0.94646,                0.88663,                0.96005,                0.79619,                0.78048,                0.50995,                 1.0247,             9.3989e-05,             9.3989e-05,             9.3989e-05
                    147,                0.51132,                0.46916,                 0.9763,                 0.9319,                0.89778,                0.95598,                0.79017,                0.78289,                0.51617,                 1.0276,             9.2341e-05,             9.2341e-05,             9.2341e-05
                    148,                0.49344,                0.44438,                0.96927,                0.94168,                0.87157,                0.96316,                0.80481,                0.75527,                0.50756,                 1.0035,             9.0693e-05,             9.0693e-05,             9.0693e-05
                    149,                0.49738,                0.46684,                0.97424,                0.90792,                0.89351,                0.95891,                0.80051,                 0.7456,                0.52118,                0.99744,             8.9044e-05,             8.9044e-05,             8.9044e-05
                    150,                 0.4995,                0.45874,                0.97459,                0.93597,                0.87414,                0.96392,                 0.7999,                 0.7809,                0.52998,                  1.015,             8.7396e-05,             8.7396e-05,             8.7396e-05
                    151,                 0.4922,                0.44153,                0.96832,                0.91542,                0.89044,                 0.9618,                0.80182,                0.75681,                0.52567,                0.99726,             8.5748e-05,             8.5748e-05,             8.5748e-05
                    152,                0.50423,                0.45549,                0.97211,                0.91273,                0.88028,                0.96582,                0.81431,                0.74091,                0.54989,                0.99079,             8.4099e-05,             8.4099e-05,             8.4099e-05
                    153,                 0.4828,                0.43356,                0.96519,                0.89902,                0.87338,                0.95308,                0.79654,                0.73778,                0.57126,                0.98872,             8.2451e-05,             8.2451e-05,             8.2451e-05
                    154,                0.49482,                0.44847,                0.96743,                0.91212,                0.86877,                0.95301,                0.79474,                0.76142,                0.56213,                 1.0015,             8.0802e-05,             8.0802e-05,             8.0802e-05
                    155,                0.49271,                0.43517,                0.96018,                0.93637,                0.83621,                0.95045,                 0.7823,                0.79105,                0.58555,                 1.0123,             7.9154e-05,             7.9154e-05,             7.9154e-05
                    156,                0.49405,                0.42637,                0.96761,                0.92911,                 0.8429,                0.94699,                0.79105,                0.75451,                0.57721,                0.99973,             7.7506e-05,             7.7506e-05,             7.7506e-05
