                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.62739,                0.61084,                 1.0122,                0.90176,                0.84448,                0.91968,                0.73936,                0.89321,                0.64241,                 1.0662,              0.0080794,              0.0080794,              0.0080794
                     99,                0.61308,                0.58579,                 1.0039,                0.86156,                0.83695,                 0.9036,                 0.7315,                0.85496,                0.70391,                 1.0497,              0.0080596,              0.0080596,              0.0080596
                    100,                0.63828,                0.60703,                 1.0194,                0.90564,                0.83632,                0.92068,                0.73519,                 0.9113,                0.63617,                 1.0808,              0.0080398,              0.0080398,              0.0080398
                    101,                0.62884,                0.58052,                 1.0054,                0.91922,                0.84682,                0.92512,                0.73644,                0.93321,                0.63797,                  1.096,                0.00802,                0.00802,                0.00802
                    102,                0.63043,                0.58647,                 1.0043,                 0.9135,                0.86368,                0.92252,                0.73901,                 0.9085,                0.63789,                 1.0742,              0.0080002,              0.0080002,              0.0080002
                    103,                0.63611,                0.61698,                 1.0138,                0.88571,                0.86871,                0.93258,                0.74466,                0.87587,                0.63501,                 1.0444,              0.0079804,              0.0079804,              0.0079804
                    104,                0.63176,                0.60624,                 1.0107,                0.90401,                0.83693,                0.91293,                0.72507,                0.89011,                0.67278,                 1.0556,              0.0079606,              0.0079606,              0.0079606
                    105,                0.62724,                0.58937,                 1.0106,                0.90005,                0.83306,                0.92356,                0.77361,                0.78781,                0.60876,                0.99557,              0.0079408,              0.0079408,              0.0079408
                    106,                0.64051,                0.61382,                 1.0168,                 0.8637,                0.89301,                0.92415,                0.76228,                0.80237,                0.62724,                0.99824,               0.007921,               0.007921,               0.007921
                    107,                0.62761,                0.59444,                 1.0063,                0.89519,                0.86324,                 0.9213,                0.74137,                0.90472,                0.62243,                 1.0622,              0.0079012,              0.0079012,              0.0079012
                    108,                0.62425,                0.61684,                 1.0163,                0.91667,                0.88479,                0.93006,                0.74884,                0.88492,                 0.5924,                  1.065,              0.0078814,              0.0078814,              0.0078814
                    109,                0.61802,                0.58011,                  1.013,                0.92429,                0.84416,                0.94127,                0.75474,                0.90146,                0.56976,                 1.0703,              0.0078616,              0.0078616,              0.0078616
                    110,                0.62739,                0.57065,                 1.0062,                0.89157,                0.84483,                0.93147,                0.75025,                0.87742,                0.61301,                  1.062,              0.0078418,              0.0078418,              0.0078418
                    111,                0.62057,                0.57338,                 1.0029,                0.89955,                0.84219,                0.93533,                0.76368,                0.85288,                0.57616,                 1.0388,               0.007822,               0.007822,               0.007822
                    112,                0.61033,                0.56235,                 1.0022,                0.87508,                0.86021,                0.93283,                0.76751,                 0.8313,                 0.6304,                 1.0283,              0.0078022,              0.0078022,              0.0078022
                    113,                0.61455,                0.55446,                 1.0069,                0.91336,                0.85787,                0.92909,                 0.7579,                0.84608,                0.61671,                 1.0248,              0.0077824,              0.0077824,              0.0077824
                    114,                0.61207,                  0.577,                 1.0038,                0.90506,                0.89882,                0.93254,                  0.753,                0.90634,                0.59035,                 1.0586,              0.0077626,              0.0077626,              0.0077626
                    115,                0.61628,                0.56815,                0.99842,                0.91256,                0.86568,                0.94604,                0.75562,                0.92096,                0.61544,                 1.0888,              0.0077428,              0.0077428,              0.0077428
